id,url or alias text,referring record id,number of referrals,type,associated publisher,tags,name/title,language,authors,date of publication,plain text,image reference,anchor text,
331396516092731394,https://twitter.com/ianrausten/status/331396516092731394,null,null,null,null,null,null,null,null,2013-05-06,null,null,null
291726857634721792,https://twitter.com/ianrausten/status/291726857634721792,null,null,null,null,null,null,null,null,2013-01-17,null,null,null
309861182657929217,https://twitter.com/austinramzy/status/309861182657929217,null,null,null,null,null,null,null,null,2013-03-08,null,null,null
143924746336219137,https://twitter.com/christophclarey/status/143924746336219137,null,null,null,null,null,null,null,null,2011-12-06,null,null,null
185407103484182528,https://twitter.com/christophclarey/status/185407103484182528,null,null,null,null,null,null,null,null,2012-03-29,null,null,null
263542156977901568,https://twitter.com/gillianwong/status/263542156977901568,null,null,null,null,null,null,null,null,2012-10-31,null,null,null
91844595553533953,https://twitter.com/christophclarey/status/91844595553533953,null,null,null,null,null,null,null,null,2011-07-15,null,null,null
309861663354540032,https://twitter.com/ewong/status/309861663354540032,null,null,null,null,null,null,null,null,2013-03-08,null,null,null
325081528755425280,https://twitter.com/ianrausten/status/325081528755425280,null,null,null,null,null,null,null,null,2013-04-19,null,null,null
323060255514836993,https://twitter.com/ianrausten/status/323060255514836993,null,null,null,null,null,null,null,null,2013-04-13,null,null,null
299427940809187328,https://twitter.com/siddharma/status/299427940809187328,null,null,null,null,null,null,null,null,2013-02-07,null,null,null
207994151650865152,https://twitter.com/christophclarey/status/207994151650865152,null,null,null,null,null,null,null,null,2012-05-31,null,null,null
227790572885254144,https://twitter.com/reidepstein/status/227790572885254144,null,null,null,null,null,null,null,null,2012-07-24,null,null,null
417499527504232448,https://twitter.com/ianrausten/status/417499527504232448,null,null,null,null,null,null,null,null,2013-12-30,null,null,null
336464706615259136,https://twitter.com/ianrausten/status/336464706615259136,null,null,null,null,null,null,null,null,2013-05-20,null,null,null
356937747006619648,https://twitter.com/ianrausten/status/356937747006619648,null,null,null,null,null,null,null,null,2013-07-16,null,null,null
291043349052411904,https://twitter.com/zinoman/status/291043349052411904,null,null,null,null,null,null,null,null,2013-01-15,null,null,null
413646825678454784,https://twitter.com/ianrausten/status/413646825678454784,null,null,null,null,null,null,null,null,2013-12-19,null,null,null
322692795301244930,https://twitter.com/ianrausten/status/322692795301244930,null,null,null,null,null,null,null,null,2013-04-12,null,null,null
318696120102563840,https://twitter.com/ianrausten/status/318696120102563840,null,null,null,null,null,null,null,null,2013-04-01,null,null,null
201903843397746689,https://twitter.com/ewong/status/201903843397746689,null,null,null,null,null,null,null,null,2012-05-14,null,null,null
141355897191542784,https://twitter.com/BenoitDLewis/status/141355897191542784,null,null,null,null,null,null,null,null,2011-11-29,null,null,null
189830139083886592,https://twitter.com/AliWatkins/status/189830139083886592,null,null,null,null,null,null,null,null,2012-04-10,null,null,null
223577945019650050,https://twitter.com/joedrape/status/223577945019650050,null,null,null,null,null,null,null,null,2012-07-13,null,null,null
127401845890101249,https://twitter.com/jdavidgoodman/status/127401845890101249,null,null,null,null,null,null,null,null,2011-10-21,null,null,null
170239350934732802,https://twitter.com/jmartNYT/status/170239350934732802,null,null,null,null,null,null,null,null,2012-02-16,null,null,null
188839990120284161,https://twitter.com/dansaltzstein/status/188839990120284161,null,null,null,null,null,null,null,null,2012-04-08,null,null,null
120524192675397632,https://twitter.com/adamgoldmanNYT/status/120524192675397632,null,null,null,null,null,null,null,null,2011-10-02,null,null,null
108444219869380609,https://twitter.com/adamgoldmanNYT/status/108444219869380609,null,null,null,null,null,null,null,null,2011-08-30,null,null,null
596283194590105600,https://twitter.com/mikiebarb/status/596283194590105600,null,null,null,null,null,null,null,null,2015-05-07,null,null,null
178091889617154048,https://twitter.com/NickKristof/status/178091889617154048,null,null,null,null,null,null,null,null,2012-03-09,null,null,null
154924051796733952,https://twitter.com/benyt/status/154924051796733952,null,null,null,null,null,null,null,null,2012-01-05,null,null,null
201172464208855040,https://twitter.com/panphil/status/201172464208855040,null,null,null,null,null,null,null,null,2012-05-12,null,null,null
162061709803143169,https://twitter.com/michaelroston/status/162061709803143169,null,null,null,null,null,null,null,null,2012-01-25,null,null,null
192189717587038208,https://twitter.com/AliWatkins/status/192189717587038208,null,null,null,null,null,null,null,null,2012-04-17,null,null,null
208039157359050752,https://twitter.com/Abihabib/status/208039157359050752,null,null,null,null,null,null,null,null,2012-05-31,null,null,null
215229009083121664,https://twitter.com/jswatz/status/215229009083121664,null,null,null,null,null,null,null,null,2012-06-19,null,null,null
160103360224178176,https://twitter.com/FrancescaDonner/status/160103360224178176,null,null,null,null,null,null,null,null,2012-01-19,null,null,null
113979480917291009,https://twitter.com/ewong/status/113979480917291009,null,null,null,null,null,null,null,null,2011-09-14,null,null,null
216218678755205120,https://twitter.com/BenoitDLewis/status/216218678755205120,null,null,null,null,null,null,null,null,2012-06-22,null,null,null
158550491377311744,https://twitter.com/BenoitDLewis/status/158550491377311744,null,null,null,null,null,null,null,null,2012-01-15,null,null,null
199895257230483457,https://twitter.com/NYTnickc/status/199895257230483457,null,null,null,null,null,null,null,null,2012-05-08,null,null,null
144448955583959040,https://twitter.com/nickconfessore/status/144448955583959040,null,null,null,null,null,null,null,null,2011-12-07,null,null,null
111081039052537856,https://twitter.com/jmartNYT/status/111081039052537856,null,null,null,null,null,null,null,null,2011-09-06,null,null,null
213338919150948353,https://twitter.com/randyNYT/status/213338919150948353,null,null,null,null,null,null,null,null,2012-06-14,null,null,null
123952431385157632,https://twitter.com/randyNYT/status/123952431385157632,null,null,null,null,null,null,null,null,2011-10-12,null,null,null
170265636134588416,https://twitter.com/benyt/status/170265636134588416,null,null,null,null,null,null,null,null,2012-02-16,null,null,null
158347297044971520,https://twitter.com/benyt/status/158347297044971520,null,null,null,null,null,null,null,null,2012-01-15,null,null,null
224931788143861760,https://twitter.com/BenoitDLewis/status/224931788143861760,null,null,null,null,null,null,null,null,2012-07-16,null,null,null
158548730478465024,https://twitter.com/BenoitDLewis/status/158548730478465024,null,null,null,null,null,null,null,null,2012-01-15,null,null,null
137869900327829504,https://twitter.com/BenoitDLewis/status/137869900327829504,null,null,null,null,null,null,null,null,2011-11-19,null,null,null
178938910389436417,https://twitter.com/randyNYT/status/178938910389436417,null,null,null,null,null,null,null,null,2012-03-11,null,null,null
158346858719215616,https://twitter.com/benyt/status/158346858719215616,null,null,null,null,null,null,null,null,2012-01-15,null,null,null
149685719277899776,https://twitter.com/benyt/status/149685719277899776,null,null,null,null,null,null,null,null,2011-12-22,null,null,null
212945845669208064,https://twitter.com/BenoitDLewis/status/212945845669208064,null,null,null,null,null,null,null,null,2012-06-13,null,null,null
194605541337743360,https://twitter.com/michaelroston/status/194605541337743360,null,null,null,null,null,null,null,null,2012-04-24,null,null,null
133690746862702592,https://twitter.com/dickstevenson/status/133690746862702592,null,null,null,null,null,null,null,null,2011-11-07,null,null,null
152003497267707904,https://twitter.com/nickconfessore/status/152003497267707904,null,null,null,null,null,null,null,null,2011-12-28,null,null,null
178857304693805058,https://twitter.com/KSchulten/status/178857304693805058,null,null,null,null,null,null,null,null,2012-03-11,null,null,null
126809793888395265,https://twitter.com/randyNYT/status/126809793888395265,null,null,null,null,null,null,null,null,2011-10-19,null,null,null
188291020318982145,https://twitter.com/ShaneGoldmacher/status/188291020318982145,null,null,null,null,null,null,null,null,2012-04-06,null,null,null
134282681268711424,https://twitter.com/ewong/status/134282681268711424,null,null,null,null,null,null,null,null,2011-11-09,null,null,null
190746352144228352,https://twitter.com/katierosman/status/190746352144228352,null,null,null,null,null,null,null,null,2012-04-13,null,null,null
218712800179134465,https://twitter.com/jimdao/status/218712800179134465,null,null,null,null,null,null,null,null,2012-06-29,null,null,null
164061713635872768,https://twitter.com/benyt/status/164061713635872768,null,null,null,null,null,null,null,null,2012-01-30,null,null,null
90863917454213120,https://twitter.com/jegner/status/90863917454213120,null,null,null,null,null,null,null,null,2011-07-12,null,null,null
217594461239250944,https://twitter.com/BenoitDLewis/status/217594461239250944,null,null,null,null,null,null,null,null,2012-06-26,null,null,null
104440920501526528,https://twitter.com/michaelroston/status/104440920501526528,null,null,null,null,null,null,null,null,2011-08-19,null,null,null
107130417005604865,https://twitter.com/katephillips/status/107130417005604865,null,null,null,null,null,null,null,null,2011-08-26,null,null,null
131046338778509312,https://twitter.com/mschwirtz/status/131046338778509312,null,null,null,null,null,null,null,null,2011-10-31,null,null,null
198172779126865921,https://twitter.com/jswatz/status/198172779126865921,null,null,null,null,null,null,null,null,2012-05-03,null,null,null
179165134986559488,https://twitter.com/jdavidgoodman/status/179165134986559488,null,null,null,null,null,null,null,null,2012-03-12,null,null,null
170116703290793984,https://twitter.com/jdavidgoodman/status/170116703290793984,null,null,null,null,null,null,null,null,2012-02-16,null,null,null
149877994587045888,https://twitter.com/ewong/status/149877994587045888,null,null,null,null,null,null,null,null,2011-12-22,null,null,null
215547153186172928,https://twitter.com/BenoitDLewis/status/215547153186172928,null,null,null,null,null,null,null,null,2012-06-20,null,null,null
114757297263214592,https://twitter.com/madshrew/status/114757297263214592,null,null,null,null,null,null,null,null,2011-09-16,null,null,null
100669171020472320,https://twitter.com/madshrew/status/100669171020472320,null,null,null,null,null,null,null,null,2011-08-08,null,null,null
82952034222997504,https://twitter.com/NYCcyn/status/82952034222997504,null,null,null,null,null,null,null,null,2011-06-20,null,null,null
218370668213960704,https://twitter.com/NYTnickc/status/218370668213960704,null,null,null,null,null,null,null,null,2012-06-28,null,null,null
580472669298167808,https://twitter.com/uugwuu/status/580472669298167808,null,null,null,null,null,null,null,null,2015-03-24,null,null,null
133662232868433920,https://twitter.com/nickconfessore/status/133662232868433920,null,null,null,null,null,null,null,null,2011-11-07,null,null,null
167031737413664768,https://twitter.com/jmartNYT/status/167031737413664768,null,null,null,null,null,null,null,null,2012-02-07,null,null,null
114376556239003649,https://twitter.com/benyt/status/114376556239003649,null,null,null,null,null,null,null,null,2011-09-15,null,null,null
124939927157882880,https://twitter.com/BenoitDLewis/status/124939927157882880,null,null,null,null,null,null,null,null,2011-10-14,null,null,null
103278577797185536,https://twitter.com/BenoitDLewis/status/103278577797185536,null,null,null,null,null,null,null,null,2011-08-16,null,null,null
131067414434680833,https://twitter.com/reidepstein/status/131067414434680833,null,null,null,null,null,null,null,null,2011-10-31,null,null,null
131067271958364160,https://twitter.com/ScottCacciola/status/131067271958364160,null,null,null,null,null,null,null,null,2011-10-31,null,null,null
103487899982495744,https://twitter.com/CeylanWrites/status/103487899982495744,null,null,null,null,null,null,null,null,2011-08-16,null,null,null
202840417899778048,https://twitter.com/alexburnsNYT/status/202840417899778048,null,null,null,null,null,null,null,null,2012-05-16,null,null,null
177154693477318658,https://twitter.com/carolynryan/status/177154693477318658,null,null,null,null,null,null,null,null,2012-03-06,null,null,null
214008933193482240,https://twitter.com/randyNYT/status/214008933193482240,null,null,null,null,null,null,null,null,2012-06-16,null,null,null
214734084042260480,https://twitter.com/PamBelluck/status/214734084042260480,null,null,null,null,null,null,null,null,2012-06-18,null,null,null
214508341395849216,https://twitter.com/BenoitDLewis/status/214508341395849216,null,null,null,null,null,null,null,null,2012-06-18,null,null,null
402832049121132544,https://twitter.com/michaelroston/status/402832049121132544,null,null,null,null,null,null,null,null,2013-11-19,null,null,null
112220941353889793,https://twitter.com/katephillips/status/112220941353889793,null,null,null,null,null,null,null,null,2011-09-09,null,null,null
420270674356080640,https://twitter.com/GlennThrush/status/420270674356080640,null,null,null,null,null,null,null,null,2014-01-06,null,null,null
210355863007924225,https://twitter.com/KSchulten/status/210355863007924225,null,null,null,null,null,null,null,null,2012-06-06,null,null,null
126740650728226816,https://twitter.com/tminsberg/status/126740650728226816,null,null,null,null,null,null,null,null,2011-10-19,null,null,null
209419226363076608,https://twitter.com/amyyqin/status/209419226363076608,null,null,null,null,null,null,null,null,2012-06-03,null,null,null
157823883641225217,https://twitter.com/dansaltzstein/status/157823883641225217,null,null,null,null,null,null,null,null,2012-01-13,null,null,null
84329385502580737,https://twitter.com/scootes/status/84329385502580737,null,null,null,null,null,null,null,null,2011-06-24,null,null,null
162216708197720064,https://twitter.com/dfroms/status/162216708197720064,null,null,null,null,null,null,null,null,2012-01-25,null,null,null
132604838163922945,https://twitter.com/AshleyAtTimes/status/132604838163922945,null,null,null,null,null,null,null,null,2011-11-04,null,null,null
172438657263869952,https://twitter.com/carolynryan/status/172438657263869952,null,null,null,null,null,null,null,null,2012-02-22,null,null,null
197674745888649216,https://twitter.com/alexburnsNYT/status/197674745888649216,null,null,null,null,null,null,null,null,2012-05-02,null,null,null
789834345473253377,https://twitter.com/ShaneGoldmacher/status/789834345473253377,null,null,null,null,null,null,null,null,2016-10-22,null,null,null
116008305754771456,https://twitter.com/ewong/status/116008305754771456,null,null,null,null,null,null,null,null,2011-09-20,null,null,null
106773131712143360,https://twitter.com/jotted/status/106773131712143360,null,null,null,null,null,null,null,null,2011-08-25,null,null,null
102023836148568064,https://twitter.com/aellick/status/102023836148568064,null,null,null,null,null,null,null,null,2011-08-12,null,null,null
217217187369332736,https://twitter.com/benyt/status/217217187369332736,null,null,null,null,null,null,null,null,2012-06-25,null,null,null
115755216074309632,https://twitter.com/BenoitDLewis/status/115755216074309632,null,null,null,null,null,null,null,null,2011-09-19,null,null,null
177124553825333248,https://twitter.com/AliWatkins/status/177124553825333248,null,null,null,null,null,null,null,null,2012-03-06,null,null,null
142246859468058624,https://twitter.com/jmartNYT/status/142246859468058624,null,null,null,null,null,null,null,null,2011-12-01,null,null,null
107513684162646016,https://twitter.com/dansaltzstein/status/107513684162646016,null,null,null,null,null,null,null,null,2011-08-27,null,null,null
162944299640696834,https://twitter.com/alexburnsNYT/status/162944299640696834,null,null,null,null,null,null,null,null,2012-01-27,null,null,null
195285626730463232,https://twitter.com/adamgoldmanNYT/status/195285626730463232,null,null,null,null,null,null,null,null,2012-04-25,null,null,null
121183767720235008,https://twitter.com/adamgoldmanNYT/status/121183767720235008,null,null,null,null,null,null,null,null,2011-10-04,null,null,null
157155607311433728,https://twitter.com/noamscheiber/status/157155607311433728,null,null,null,null,null,null,null,null,2012-01-11,null,null,null
138691974990540800,https://twitter.com/Julesm_b/status/138691974990540800,null,null,null,null,null,null,null,null,2011-11-21,null,null,null
180752354516279296,https://twitter.com/cliffordlevy/status/180752354516279296,null,null,null,null,null,null,null,null,2012-03-16,null,null,null
145648964610428929,https://twitter.com/madshrew/status/145648964610428929,null,null,null,null,null,null,null,null,2011-12-10,null,null,null
212285835872186369,https://twitter.com/mhkeller/status/212285835872186369,null,null,null,null,null,null,null,null,2012-06-11,null,null,null
111079720115904512,https://twitter.com/nickconfessore/status/111079720115904512,null,null,null,null,null,null,null,null,2011-09-06,null,null,null
170117505522728960,https://twitter.com/jdavidgoodman/status/170117505522728960,null,null,null,null,null,null,null,null,2012-02-16,null,null,null
83272374375546881,https://twitter.com/chashomans/status/83272374375546881,null,null,null,null,null,null,null,null,2011-06-21,null,null,null
179564327941054464,https://twitter.com/noamscheiber/status/179564327941054464,null,null,null,null,null,null,null,null,2012-03-13,null,null,null
151688785875308544,https://twitter.com/nickconfessore/status/151688785875308544,null,null,null,null,null,null,null,null,2011-12-27,null,null,null
211059924766162944,https://twitter.com/jdavidgoodman/status/211059924766162944,null,null,null,null,null,null,null,null,2012-06-08,null,null,null
505085481609338880,https://twitter.com/m_delamerced/status/505085481609338880,null,null,null,null,null,null,null,null,2014-08-28,null,null,null
68296104600547329,https://twitter.com/chashomans/status/68296104600547329,null,null,null,null,null,null,null,null,2011-05-11,null,null,null
10776522722,https://twitter.com/benyt/status/10776522722,null,null,null,null,null,null,null,null,2010-03-20,null,null,null
15431234767290368,https://twitter.com/jmartNYT/status/15431234767290368,null,null,null,null,null,null,null,null,2010-12-16,null,null,null
72284996542545920,https://twitter.com/jmartNYT/status/72284996542545920,null,null,null,null,null,null,null,null,2011-05-22,null,null,null
77696504973901825,https://twitter.com/michaelroston/status/77696504973901825,null,null,null,null,null,null,null,null,2011-06-06,null,null,null
82806246104776704,https://twitter.com/samdolnick/status/82806246104776704,null,null,null,null,null,null,null,null,2011-06-20,null,null,null
274548313859190784,https://twitter.com/dgbxny/status/274548313859190784,null,null,null,null,null,null,null,null,2012-11-30,null,null,null
82835135707348993,https://twitter.com/AllMattNYT/status/82835135707348993,null,null,null,null,null,null,null,null,2011-06-20,null,null,null
408636683370770432,https://twitter.com/jennymedina/status/408636683370770432,null,null,null,null,null,null,null,null,2013-12-05,null,null,null
331273511647727616,https://twitter.com/austinramzy/status/331273511647727616,null,null,null,null,null,null,null,null,2013-05-06,null,null,null
336157464091312128,https://twitter.com/campbellnyt/status/336157464091312128,null,null,null,null,null,null,null,null,2013-05-19,null,null,null
306060990284443649,https://twitter.com/tminsberg/status/306060990284443649,null,null,null,null,null,null,null,null,2013-02-25,null,null,null
289785224378859520,https://twitter.com/damiencave/status/289785224378859520,null,null,null,null,null,null,null,null,2013-01-11,null,null,null
276665763983671296,https://twitter.com/kevingranville/status/276665763983671296,null,null,null,null,null,null,null,null,2012-12-06,null,null,null
440969883983945729,https://twitter.com/DanaGoldstein/status/440969883983945729,null,null,null,null,null,null,null,null,2014-03-04,null,null,null
371727533164990465,https://twitter.com/danielle_ivory/status/371727533164990465,null,null,null,null,null,null,null,null,2013-08-25,null,null,null
227871865354473472,https://twitter.com/viaSimonRomero/status/227871865354473472,null,null,null,null,null,null,null,null,2012-07-24,null,null,null
1270344751485722624,https://twitter.com/adamgoldmanNYT/status/1270344751485722624,null,null,null,null,null,null,null,null,2020-06-09,null,null,null
c8976060-d4c6-5741-a6ca-d8440478f413_1625771223487,https://www.nytimes.com/wirecutter/reviews/best-cordless-phone/,null,null,null,null,null,null,null,null,,null,null,null
8b68a7ae-070f-5fe6-a109-1cc48f4f85cb_1625771223647,https://www.nytimes.com/wirecutter/reviews/best-vpn-service/,null,null,null,null,null,null,null,null,,null,null,null
49433776245321728,https://twitter.com/randyNYT/status/49433776245321728,null,null,null,null,null,null,null,null,2011-03-20,null,null,null
40552246315847680,https://twitter.com/randyNYT/status/40552246315847680,null,null,null,null,null,null,null,null,2011-02-23,null,null,null
30985331033505792,https://twitter.com/randyNYT/status/30985331033505792,null,null,null,null,null,null,null,null,2011-01-28,null,null,null
6293347923,https://twitter.com/randyNYT/status/6293347923,null,null,null,null,null,null,null,null,2009-12-03,null,null,null
6898352751,https://twitter.com/stephronyt/status/6898352751,null,null,null,null,null,null,null,null,2009-12-21,null,null,null
8594443881,https://twitter.com/SteveLohr/status/8594443881,null,null,null,null,null,null,null,null,2010-02-03,null,null,null
22183426002,https://twitter.com/zwoolfe/status/22183426002,null,null,null,null,null,null,null,null,2010-08-26,null,null,null
9065719427,https://twitter.com/RebeccaRuiz/status/9065719427,null,null,null,null,null,null,null,null,2010-02-13,null,null,null
12827819616,https://twitter.com/BenoitDLewis/status/12827819616,null,null,null,null,null,null,null,null,2010-04-25,null,null,null
7214557847,https://twitter.com/jestei/status/7214557847,null,null,null,null,null,null,null,null,2009-12-31,null,null,null
13039962554,https://twitter.com/katephillips/status/13039962554,null,null,null,null,null,null,null,null,2010-04-29,null,null,null
10289984134,https://twitter.com/katephillips/status/10289984134,null,null,null,null,null,null,null,null,2010-03-10,null,null,null
70646157210161152,https://twitter.com/ronlieber/status/70646157210161152,null,null,null,null,null,null,null,null,2011-05-18,null,null,null
14719678314,https://twitter.com/RichSandomir/status/14719678314,null,null,null,null,null,null,null,null,2010-05-25,null,null,null
8860006642,https://twitter.com/RichSandomir/status/8860006642,null,null,null,null,null,null,null,null,2010-02-09,null,null,null
2875964302,https://twitter.com/JohnBranchNYT/status/2875964302,null,null,null,null,null,null,null,null,2009-07-27,null,null,null
1954335512,https://twitter.com/JohnBranchNYT/status/1954335512,null,null,null,null,null,null,null,null,2009-05-29,null,null,null
67285629997813760,https://twitter.com/MujMash/status/67285629997813760,null,null,null,null,null,null,null,null,2011-05-08,null,null,null
62329178934099968,https://twitter.com/MujMash/status/62329178934099968,null,null,null,null,null,null,null,null,2011-04-25,null,null,null
14160764541603841,https://twitter.com/stevenleemyers/status/14160764541603841,null,null,null,null,null,null,null,null,2010-12-13,null,null,null
24992950453,https://twitter.com/stevenleemyers/status/24992950453,null,null,null,null,null,null,null,null,2010-09-20,null,null,null
6134154573,https://twitter.com/stevenleemyers/status/6134154573,null,null,null,null,null,null,null,null,2009-11-28,null,null,null
1536899978,https://twitter.com/TomJolly/status/1536899978,null,null,null,null,null,null,null,null,2009-04-16,null,null,null
7593580551,https://twitter.com/kimseverson/status/7593580551,null,null,null,null,null,null,null,null,2010-01-10,null,null,null
65407525452922880,https://twitter.com/jswatz/status/65407525452922880,null,null,null,null,null,null,null,null,2011-05-03,null,null,null
863134929,https://twitter.com/jswatz/status/863134929,null,null,null,null,null,null,null,null,2008-07-20,null,null,null
2315460917,https://twitter.com/danielle_ivory/status/2315460917,null,null,null,null,null,null,null,null,2009-06-24,null,null,null
56280818913521664,https://twitter.com/NYTimesCohen/status/56280818913521664,null,null,null,null,null,null,null,null,2011-04-08,null,null,null
24945242817953792,https://twitter.com/sergenyt/status/24945242817953792,null,null,null,null,null,null,null,null,2011-01-11,null,null,null
1360074328,https://twitter.com/andylocal/status/1360074328,null,null,null,null,null,null,null,null,2009-03-20,null,null,null
26567233776,https://twitter.com/paulmozur/status/26567233776,null,null,null,null,null,null,null,null,2010-10-06,null,null,null
10280347080,https://twitter.com/jmartNYT/status/10280347080,null,null,null,null,null,null,null,null,2010-03-10,null,null,null
54966958382256129,https://twitter.com/ginakolata/status/54966958382256129,null,null,null,null,null,null,null,null,2011-04-04,null,null,null
27911089958162432,https://twitter.com/ginakolata/status/27911089958162432,null,null,null,null,null,null,null,null,2011-01-20,null,null,null
27823409276,https://twitter.com/ginakolata/status/27823409276,null,null,null,null,null,null,null,null,2010-10-19,null,null,null
21342715732,https://twitter.com/ginakolata/status/21342715732,null,null,null,null,null,null,null,null,2010-08-16,null,null,null
16173251100,https://twitter.com/ginakolata/status/16173251100,null,null,null,null,null,null,null,null,2010-06-14,null,null,null
17017900086,https://twitter.com/risenc/status/17017900086,null,null,null,null,null,null,null,null,2010-06-25,null,null,null
6637582094,https://twitter.com/risenc/status/6637582094,null,null,null,null,null,null,null,null,2009-12-13,null,null,null
2638909600,https://twitter.com/charlie_savage/status/2638909600,null,null,null,null,null,null,null,null,2009-07-14,null,null,null
1754822055,https://twitter.com/charlie_savage/status/1754822055,null,null,null,null,null,null,null,null,2009-05-10,null,null,null
61441455557853184,https://twitter.com/DanBilefsky/status/61441455557853184,null,null,null,null,null,null,null,null,2011-04-22,null,null,null
54397844123164674,https://twitter.com/DanBilefsky/status/54397844123164674,null,null,null,null,null,null,null,null,2011-04-03,null,null,null
48906895603404800,https://twitter.com/henryfountain/status/48906895603404800,null,null,null,null,null,null,null,null,2011-03-19,null,null,null
1073513588,https://twitter.com/henryfountain/status/1073513588,null,null,null,null,null,null,null,null,2008-12-23,null,null,null
1446262494,https://twitter.com/eringriffith/status/1446262494,null,null,null,null,null,null,null,null,2009-04-03,null,null,null
15786217997,https://twitter.com/marknyt/status/15786217997,null,null,null,null,null,null,null,null,2010-06-09,null,null,null
15727305995,https://twitter.com/marknyt/status/15727305995,null,null,null,null,null,null,null,null,2010-06-08,null,null,null
15655192590,https://twitter.com/marknyt/status/15655192590,null,null,null,null,null,null,null,null,2010-06-07,null,null,null
14837016079,https://twitter.com/marknyt/status/14837016079,null,null,null,null,null,null,null,null,2010-05-27,null,null,null
2890377734,https://twitter.com/marknyt/status/2890377734,null,null,null,null,null,null,null,null,2009-07-28,null,null,null
2785122124,https://twitter.com/marknyt/status/2785122124,null,null,null,null,null,null,null,null,2009-07-22,null,null,null
2555053794,https://twitter.com/marknyt/status/2555053794,null,null,null,null,null,null,null,null,2009-07-09,null,null,null
2211814345,https://twitter.com/marknyt/status/2211814345,null,null,null,null,null,null,null,null,2009-06-17,null,null,null
2075467423,https://twitter.com/marknyt/status/2075467423,null,null,null,null,null,null,null,null,2009-06-08,null,null,null
1438959127,https://twitter.com/michellehiggins/status/1438959127,null,null,null,null,null,null,null,null,2009-04-02,null,null,null
76957114437865472,https://twitter.com/CharlesMBlow/status/76957114437865472,null,null,null,null,null,null,null,null,2011-06-04,null,null,null
18527704844345344,https://twitter.com/CharlesMBlow/status/18527704844345344,null,null,null,null,null,null,null,null,2010-12-25,null,null,null
10405969682,https://twitter.com/CharlesMBlow/status/10405969682,null,null,null,null,null,null,null,null,2010-03-13,null,null,null
8407656295,https://twitter.com/CharlesMBlow/status/8407656295,null,null,null,null,null,null,null,null,2010-01-30,null,null,null
6621789471,https://twitter.com/CharlesMBlow/status/6621789471,null,null,null,null,null,null,null,null,2009-12-13,null,null,null
5815647210,https://twitter.com/CharlesMBlow/status/5815647210,null,null,null,null,null,null,null,null,2009-11-18,null,null,null
4401266187,https://twitter.com/CharlesMBlow/status/4401266187,null,null,null,null,null,null,null,null,2009-09-26,null,null,null
15732384475,https://twitter.com/marknyt/status/15732384475,null,null,null,null,null,null,null,null,2010-06-08,null,null,null
15657960173,https://twitter.com/marknyt/status/15657960173,null,null,null,null,null,null,null,null,2010-06-07,null,null,null
15629370881,https://twitter.com/marknyt/status/15629370881,null,null,null,null,null,null,null,null,2010-06-07,null,null,null
3227152839,https://twitter.com/marknyt/status/3227152839,null,null,null,null,null,null,null,null,2009-08-10,null,null,null
2897484813,https://twitter.com/marknyt/status/2897484813,null,null,null,null,null,null,null,null,2009-07-28,null,null,null
2796488649,https://twitter.com/marknyt/status/2796488649,null,null,null,null,null,null,null,null,2009-07-23,null,null,null
2761532237,https://twitter.com/marknyt/status/2761532237,null,null,null,null,null,null,null,null,2009-07-21,null,null,null
2555990582,https://twitter.com/marknyt/status/2555990582,null,null,null,null,null,null,null,null,2009-07-09,null,null,null
2221718183,https://twitter.com/marknyt/status/2221718183,null,null,null,null,null,null,null,null,2009-06-18,null,null,null
2050921152380928,https://twitter.com/tarasbernard/status/2050921152380928,null,null,null,null,null,null,null,null,2010-11-09,null,null,null
9050187449,https://twitter.com/CharlesMBlow/status/9050187449,null,null,null,null,null,null,null,null,2010-02-13,null,null,null
7530639108,https://twitter.com/CharlesMBlow/status/7530639108,null,null,null,null,null,null,null,null,2010-01-08,null,null,null
1367370610,https://twitter.com/CharlesMBlow/status/1367370610,null,null,null,null,null,null,null,null,2009-03-21,null,null,null
44074824640892928,https://twitter.com/dgbxny/status/44074824640892928,null,null,null,null,null,null,null,null,2011-03-05,null,null,null
15789456019,https://twitter.com/marknyt/status/15789456019,null,null,null,null,null,null,null,null,2010-06-09,null,null,null
15729574913,https://twitter.com/marknyt/status/15729574913,null,null,null,null,null,null,null,null,2010-06-08,null,null,null
15656428679,https://twitter.com/marknyt/status/15656428679,null,null,null,null,null,null,null,null,2010-06-07,null,null,null
14857086883,https://twitter.com/marknyt/status/14857086883,null,null,null,null,null,null,null,null,2010-05-27,null,null,null
3103025903,https://twitter.com/marknyt/status/3103025903,null,null,null,null,null,null,null,null,2009-08-03,null,null,null
2915867170,https://twitter.com/marknyt/status/2915867170,null,null,null,null,null,null,null,null,2009-07-29,null,null,null
2804393698,https://twitter.com/marknyt/status/2804393698,null,null,null,null,null,null,null,null,2009-07-23,null,null,null
2758807093,https://twitter.com/marknyt/status/2758807093,null,null,null,null,null,null,null,null,2009-07-21,null,null,null
2742996341,https://twitter.com/marknyt/status/2742996341,null,null,null,null,null,null,null,null,2009-07-20,null,null,null
2405209528,https://twitter.com/marknyt/status/2405209528,null,null,null,null,null,null,null,null,2009-06-30,null,null,null
2349571003,https://twitter.com/marknyt/status/2349571003,null,null,null,null,null,null,null,null,2009-06-26,null,null,null
2325087947,https://twitter.com/marknyt/status/2325087947,null,null,null,null,null,null,null,null,2009-06-25,null,null,null
